100000; 0.009;;100000;200000;300000;400000;500000;600000;700000;800000;900000;1000000
200000; 0.020;; 0.009; 0.020; 0.032; 0.050; 0.060; 0.073; 0.088; 0.104; 0.108; 0.117
300000; 0.032;;;;;;;;;;;
400000; 0.050;;;;;;;;;;;
500000; 0.060;;;;;;;;;;;
600000; 0.073;;;;;;;;;;;
700000; 0.088;;;;;;;;;;;
800000; 0.104;;;;;;;;;;;
900000; 0.108;;;;;;;;;;;
1000000; 0.117;;;;;;;;;;;
