100000; 0.005;;100000;200000;300000;400000;500000;600000;700000;800000;900000;1000000
200000; 0.011;; 0.005; 0.011; 0.017; 0.024; 0.033; 0.036; 0.042; 0.057; 0.055; 0.061
300000; 0.017;;;;;;;;;;;
400000; 0.024;;;;;;;;;;;
500000; 0.033;;;;;;;;;;;
600000; 0.036;;;;;;;;;;;
700000; 0.042;;;;;;;;;;;
800000; 0.057;;;;;;;;;;;
900000; 0.055;;;;;;;;;;;
1000000; 0.061;;;;;;;;;;;
