100000; 0.013;;100000;200000;300000;400000;500000;600000;700000;800000;900000;1000000
200000; 0.029;; 0.013; 0.029; 0.043; 0.073; 0.073; 0.089; 0.109; 0.128; 0.137; 0.184
300000; 0.043;;;;;;;;;;;
400000; 0.073;;;;;;;;;;;
500000; 0.073;;;;;;;;;;;
600000; 0.089;;;;;;;;;;;
700000; 0.109;;;;;;;;;;;
800000; 0.128;;;;;;;;;;;
900000; 0.137;;;;;;;;;;;
1000000; 0.184;;;;;;;;;;;
