100000; 0.005;;100000;200000;300000;400000;500000;600000;700000;800000;900000;1000000
200000; 0.010;; 0.005; 0.010; 0.015; 0.022; 0.028; 0.033; 0.040; 0.045; 0.051; 0.056
300000; 0.015;;;;;;;;;;;
400000; 0.022;;;;;;;;;;;
500000; 0.028;;;;;;;;;;;
600000; 0.033;;;;;;;;;;;
700000; 0.040;;;;;;;;;;;
800000; 0.045;;;;;;;;;;;
900000; 0.051;;;;;;;;;;;
1000000; 0.056;;;;;;;;;;;
