100000; 0.002;;100000;200000;300000;400000;500000;600000;700000;800000;900000;1000000
200000; 0.005;; 0.002; 0.005; 0.009; 0.012; 0.015; 0.018; 0.021; 0.025; 0.027; 0.031
300000; 0.009;;;;;;;;;;;
400000; 0.012;;;;;;;;;;;
500000; 0.015;;;;;;;;;;;
600000; 0.018;;;;;;;;;;;
700000; 0.021;;;;;;;;;;;
800000; 0.025;;;;;;;;;;;
900000; 0.027;;;;;;;;;;;
1000000; 0.031;;;;;;;;;;;
