100000; 0.007;;100000;200000;300000;400000;500000;600000;700000;800000;900000;1000000
200000; 0.015;; 0.007; 0.015; 0.024; 0.031; 0.047; 0.056; 0.070; 0.071; 0.078; 0.089
300000; 0.024;;;;;;;;;;;
400000; 0.031;;;;;;;;;;;
500000; 0.047;;;;;;;;;;;
600000; 0.056;;;;;;;;;;;
700000; 0.070;;;;;;;;;;;
800000; 0.071;;;;;;;;;;;
900000; 0.078;;;;;;;;;;;
1000000; 0.089;;;;;;;;;;;
