100000; 0.011;;100000;200000;300000;400000;500000;600000;700000;800000;900000;1000000
200000; 0.023;; 0.011; 0.023; 0.036; 0.050; 0.064; 0.075; 0.097; 0.121; 0.112; 0.125
300000; 0.036;;;;;;;;;;;
400000; 0.050;;;;;;;;;;;
500000; 0.064;;;;;;;;;;;
600000; 0.075;;;;;;;;;;;
700000; 0.097;;;;;;;;;;;
800000; 0.121;;;;;;;;;;;
900000; 0.112;;;;;;;;;;;
1000000; 0.125;;;;;;;;;;;
