10000; 0.041;;10000;20000;30000;40000;50000;60000;70000;80000;90000;100000
20000; 0.174;; 0.041; 0.174; 0.374; 0.662; 1.063; 1.528; 2.131; 2.754; 3.470; 4.335
30000; 0.374;;;;;;;;;;;
40000; 0.662;;;;;;;;;;;
50000; 1.063;;;;;;;;;;;
60000; 1.528;;;;;;;;;;;
70000; 2.131;;;;;;;;;;;
80000; 2.754;;;;;;;;;;;
90000; 3.470;;;;;;;;;;;
100000; 4.335;;;;;;;;;;;
