10000; 0.065;;10000;20000;30000;40000;50000;60000;70000;80000;90000;100000
20000; 0.283;; 0.065; 0.283; 0.587; 1.083; 1.685; 2.387; 3.273; 4.255; 5.384; 6.665
30000; 0.587;;;;;;;;;;;
40000; 1.083;;;;;;;;;;;
50000; 1.685;;;;;;;;;;;
60000; 2.387;;;;;;;;;;;
70000; 3.273;;;;;;;;;;;
80000; 4.255;;;;;;;;;;;
90000; 5.384;;;;;;;;;;;
100000; 6.665;;;;;;;;;;;
