10000; 0.082;;10000;20000;30000;40000;50000;60000;70000;80000;90000;100000
20000; 0.361;; 0.082; 0.361; 0.787; 1.385; 2.112; 3.143; 4.257; 5.483; 7.014; 8.683
30000; 0.787;;;;;;;;;;;
40000; 1.385;;;;;;;;;;;
50000; 2.112;;;;;;;;;;;
60000; 3.143;;;;;;;;;;;
70000; 4.257;;;;;;;;;;;
80000; 5.483;;;;;;;;;;;
90000; 7.014;;;;;;;;;;;
100000; 8.683;;;;;;;;;;;
